--	Center	Openings	Link1	Link2	Link3	Link4	Link5	Link6	Status	Checksum
Snake	4	SCCCBPD	TPHSDPP	BDBCCCT	PSCCBTH	CTTPDDC	PBDHDCS	UNIQUE	SCCCBPDTPHSDPPBDBCCCTPSCCBTHCTTPDDCPBDHDCS
Diamond	6	BPDCBBH	PTSTSBT	SCBPHCD	BSCHDPC	TPTHSBD	SHTPCCC	UNIQUE	BPDCBBHPTSTSBTSCBPHCDBSCHDPCTPTHSBDSHTPCCC
Blank	2,4,5	BHSSPPC	HPHHHPH	SCSBBTD	TSCCBDC	DCSHPCP	HSBCBHB	UNIQUE	BHSSPPCHPHHHPHSCSBBTDTSCCBDCDCSHPCPHSBCBHB
Blank	4	SBSTSPH	THBPSPD	CHHSPTC	CPPSDSH	CBCHBDC	DTCDCHS	UNIQUE	SBSTSPHTHBPSPDCHHSPTCCPPSDSHCBCHBDCDTCDCHS
Blank	1	TCTDCHC	PTDSDDP	PSDBDTH	SSCHCHC	DDDHHDP	HCDTDDD	UNIQUE	TCTDCHCPTDSDDPPSDBDTHSSCHCHCDDDHHDPHCDTDDD
Plus	1,3	PCTHHDH	BTDBPCT	BPPTSTC	HTDTHPC	SHBSBCS	CSSTTPS	UNIQUE	PCTHHDHBTDBPCTBPPTSTCHTDTHPCSHBSBCSCSSTTPS
Blank	3,6	DHHCSDS	STBTHCS	DBDBHPB	DCCTSDD	CPTHTSC	TSSPHDD	UNIQUE	DHHCSDSSTBTHCSDBDBHPBDCCTSDDCPTHTSCTSSPHDD
Blank	1,3	SHPTCDB	PSHPHBH	HCSSTSS	SDSBCPD	DDPBDST	DHBBHBC	UNIQUE	SHPTCDBPSHPHBHHCSSTSSSDSBCPDDDPBDSTDHBBHBC
Plus	2,4,5	BSDTBPT	DPBSDPP	DTHDTBH	TCTCSDC	SPTSDPS	DTSDPCB	UNIQUE	BSDTBPTDPBSDPPDTHDTBHTCTCSDCSPTSDPSDTSDPCB
Blank	1,3	PTPHHHS	DCBDDCC	CHDDBCC	CSCCDCT	SHSTBTH	DTPHTHD	UNIQUE	PTPHHHSDCBDDCCCHDDBCCCSCCDCTSHSTBTHDTPHTHD
Blank	2,6	TCPCCPD	DSHCDHH	SHCSDHP	BPPSTSC	DBSHPCB	DTTCTDB	UNIQUE	TCPCCPDDSHCDHHSHCSDHPBPPSTSCDBSHPCBDTTCTDB
Blank	2,5	PBTBCBS	TBPTHDT	HBSSHSD	PDPPSPT	TSPHPDH	DCTBHTH	UNIQUE	PBTBCBSTBPTHDTHBSSHSDPDPPSPTTSPHPDHDCTBHTH
Blank	5,6	DBHDPBD	CTPCTSH	DSSHBCS	TTSSPPH	DBDCDCP	SHSHBCB	UNIQUE	DBHDPBDCTPCTSHDSSHBCSTTSSPPHDBDCDCPSHSHBCB
Blank	2,3,5	BBBHDTD	DSSDCCD	STHTPBS	TSBDBHS	CBPCTSP	HSPDHTD	UNIQUE	BBBHDTDDSSDCCDSTHTPBSTSBDBHSCBPCTSPHSPDHTD
Blank	5	BTCHBPB	DCTCBCH	SSSTSPT	DPBSHBT	SBPTTTC	BPSHCDP	UNIQUE	BTCHBPBDCTCBCHSSSTSPTDPBSHBTSBPTTTCBPSHCDP
Blank	1,4	DSHSSDB	CCCPPDS	HBHBBDB	DDHSDTC	DPSPDTB	HPHSTBD	UNIQUE	DSHSSDBCCCPPDSHBHBBDBDDHSDTCDPSPDTBHPHSTBD
Blank	2,4	DSPDCTB	PDTPSPB	PSTSDDS	PPHPTHT	BPBCHHP	SHTPSHS	UNIQUE	DSPDCTBPDTPSPBPSTSDDSPPHPTHTBPBCHHPSHTPSHS
Blank	6	SPSBDBH	TBSBCBT	CPBSCTS	DTTHSTB	HCBTDHP	BCDTCTD	UNIQUE	SPSBDBHTBSBCBTCPBSCTSDTTHSTBHCBTDHPBCDTCTD
Blank	6	TBHDPHH	HBBPCPS	THSCPPP	BPCCPTC	SCPCPSB	DSHTPCC	UNIQUE	TBHDPHHHBBPCPSTHSCPPPBPCCPTCSCPCPSBDSHTPCC
Blank	3,4,5	DDHHTTH	PCSTCDB	TCDSDHP	DTBPPSH	CTDSTHH	PCPCBPH	UNIQUE	DDHHTTHPCSTCDBTCDSDHPDTBPPSHCTDSTHHPCPCBPH
Blank	2,6	SBDCHHC	HSBHCHB	SBCPBHD	BBDSDCD	SBDPTPC	DHPCCCT	UNIQUE	SBDCHHCHSBHCHBSBCPBHDBBDSDCDSBDPTPCDHPCCCT
Blank	2,4,6	PBTBPDS	PTPBHSH	CPCTSPS	HSCPTSH	HHTPDTT	BPCTPHB	UNIQUE	PBTBPDSPTPBHSHCPCTSPSHSCPTSHHHTPDTTBPCTPHB
Blank	3,6	HHHPCBH	SPSBPCP	SPCCBDP	PHCBDCS	BTCCTTD	PHBBSSD	UNIQUE	HHHPCBHSPSBPCPSPCCBDPPHCBDCSBTCCTTDPHBBSSD
Snake	5	CHSDPPB	STDHHTB	HHPHHSH	CCTTDDB	HTPHBBB	DSCTDBB	UNIQUE	CHSDPPBSTDHHTBHHPHHSHCCTTDDBHTPHBBBDSCTDBB
Blank	1,2,5,6     	PPCTPTS	TPSTPPP	TBDTSCC	SHDDCDD	CBPHSSP	TTBCHBT	UNIQUE	PPCTPTSTPSTPPPTBDTSCCSHDDCDDCBPHSSPTTBCHBT
Blank	3,4,6	DHTBSCC	SHPTPHT	HPSSHBT	BHBPHSP	CHTPSST	CTHTPCB	UNIQUE	DHTBSCCSHPTPHTHPSSHBTBHBPHSPCHTPSSTCTHTPCB
Blank	2,3,5	CDCCTTC	HDCHHHT	TDHHBBB	BHPCHTC	DDBHHCD	BDCHBDC	UNIQUE	CDCCTTCHDCHHHTTDHHBBBBHPCHTCDDBHHCDBDCHBDC
Blank	2,3,6	BCPHCBH	HBTBBTH	CCSCPSH	PPCSPSB	CSPSHDB	HTTSSCH	UNIQUE	BCPHCBHHBTBBTHCCSCPSHPPCSPSBCSPSHDBHTTSSCH
Blank	3,5	SHSHHDB	PPHBCBB	CBTTSDS	BDHSDBD	PCPBDTD	PTPSPCP	UNIQUE	SHSHHDBPPHBCBBCBTTSDSBDHSDBDPCPBDTDPTPSPCP
Blank	1,5,6	HCPTBTB	CDDSSCD	HBBBCDD	SCCSPDB	TDSDPDC	DBTPDCH	UNIQUE	HCPTBTBCDDSSCDHBBBCDDSCCSPDBTDSDPDCDBTPDCH
Blank	3,6	BPHPPTT	SHCBPSP	DBDHPPP	DTHTSHT	TSHTBHB	PCCBSHD	UNIQUE	BPHPPTTSHCBPSPDBDHPPPDTHTSHTTSHTBHBPCCBSHD
Blank	5	SSCSTCS	CPBHHSH	PPDTPHB	HDHDDTS	HDDTSDS	TTPTBTB	UNIQUE	SSCSTCSCPBHHSHPPDTPHBHDHDDTSHDDTSDSTTPTBTB
Blank	3	DDSCBDT	SHHSDBS	BTPBHSS	BDSDBPT	TDHTTSH	BHTDHHS	UNIQUE	DDSCBDTSHHSDBSBTPBHSSBDSDBPTTDHTTSHBHTDHHS
Blank	2,4,6	DDBPCHC	TBCTCHH	PHPCHPB	PDHHPCS	PDTTCCP	TCTHTDP	UNIQUE	DDBPCHCTBCTCHHPHPCHPBPDHHPCSPDTTCCPTCTHTDP
Blank	2,6	CBDTCCS	BCDCBDH	DPSSPBD	DHDTDCT	STPTCDS	DCBTTDD	UNIQUE	CBDTCCSBCDCBDHDPSSPBDDHDTDCTSTPTCDSDCBTTDD
Diamond	3,5	TCPTCCB	CHCPDDC	TPDHSHT	BPSPHBB	HPTBCCD	TTBCPTT	UNIQUE	TCPTCCBCHCPDDCTPDHSHTBPSPHBBHPTBCCDTTBCPTT
Blank	3,6	DCTHBPH	TSCBCHS	DTBDBTC	TCSPCDH	CSSBDCS	CCHTSDP	UNIQUE	DCTHBPHTSCBCHSDTBDBTCTCSPCDHCSSBDCSCCHTSDP
Blank	3,5,6	BBBBBBB	BTBDTCC	TTSTHCC	HCCBCBT	STSDHSP	TDCPCPB	UNIQUE	BBBBBBBBTBDTCCTTSTHCCHCCBCBTSTSDHSPTDCPCPB
Blank	2,6	SHPBCTT	TTCPDPC	TSTHTDP	PSHHHSB	BPBCHCH	BHCTHPT	UNIQUE	SHPBCTTTTCPDPCTSTHTDPPSHHHSBBPBCHCHBHCTHPT
Blank	2,3,5	TPSSHPB	SHPSSCP	PBTTBCB	STTDPHH	CCSTCSS	DSCPBCD	UNIQUE	TPSSHPBSHPSSCPPBTTBCBSTTDPHHCCSTCSSDSCPBCD
Blank	2,3,6	HTHCPPB	TCPHPST	SPSSTBH	PBDSDHP	TPCSPPP	BSPTDBS	UNIQUE	HTHCPPBTCPHPSTSPSSTBHPBDSDHPTPCSPPPBSPTDBS
Plus	5	STCBPSH	PBDPHPC	HHTDBSH	HCPPCDB	HPCSCDP	CHSBPHC	UNIQUE	STCBPSHPBDPHPCHHTDBSHHCPPCDBHPCSCDPCHSBPHC
Blank	4	TSHSPTC	SBPPDDP	DPSDCDH	DBHSBPD	BHTHPBP	BTDTTSC	UNIQUE	TSHSPTCSBPPDDPDPSDCDHDBHSBPDBHTHPBPBTDTTSC
Blank	5	SHCDBDH	TTTCHPB	PDDPTBC	SPPDPBT	BTPPTBD	BHDPTSP	UNIQUE	SHCDBDHTTTCHPBPDDPTBCSPPDPBTBTPPTBDBHDPTSP
Blank	2,3,5,6	BTBSTDH	CSHCBDD	SHDSDHD	BHCHTCC	BTSTHPS	HDCTBHB	UNIQUE	BTBSTDHCSHCBDDSHDSDHDBHCHTCCBTSTHPSHDCTBHB
Snake	1	HTTCCPB	BCPBPSP	SBPDTCB	DPCTTPS	DHTDSDP	STDHCBT	UNIQUE	HTTCCPBBCPBPSPSBPDTCBDPCTTPSDHTDSDPSTDHCBT
Blank	3	DPDDHCH	DHCBDSS	HCSSSCT	TSCCPCC	SBHHHCD	SSSHTSH	UNIQUE	DPDDHCHDHCBDSSHCSSSCTTSCCPCCSBHHHCDSSSHTSH
Blank	2,5	SBPSHDS	BPHHCBH	PCDTDPD	SCHCDDH	PDDDPDC	CHBPHPH	UNIQUE	SBPSHDSBPHHCBHPCDTDPDSCHCDDHPDDDPDCCHBPHPH
Blank	2,5	PPHCTPB	DPSTDPS	DTHCSHH	CBDTCCS	TDDSCST	DSBHBHD	UNIQUE	PPHCTPBDPSTDPSDTHCSHHCBDTCCSTDDSCSTDSBHBHD
Blank	2,6	TCDCHCB	BCHDCTD	DPBHHSS	PPHSDHT	BTHCBDP	HBTBSBC	UNIQUE	TCDCHCBBCHDCTDDPBHHSSPPHSDHTBTHCBDPHBTBSBC
Blank	3,4,6	DHHPTPB	SHPBCBC	PPSHCTT	CSTTDBS	TCBHHDC	THDCHPB	UNIQUE	DHHPTPBSHPBCBCPPSHCTTCSTTDBSTCBHHDCTHDCHPB
Blank	5	STDSTTD	HDDBPBC	PDPBBSC	SDBBPDH	SDCDHPC	DBTPDTS	UNIQUE	STDSTTDHDDBPBCPDPBBSCSDBBPDHSDCDHPCDBTPDTS
Blank	1,2,6	BDTPTCS	DHPCDHC	BSHCTTP	DCPSHTH	DBTHDCS	BPCSPCD	UNIQUE	BDTPTCSDHPCDHCBSHCTTPDCPSHTHDBTHDCSBPCSPCD
Blank	2,4,6	PSDDHDC	HHDPSCC	DBPTBTS	DPDSBCD	CCCPTCP	PTHHSHS	UNIQUE	PSDDHDCHHDPSCCDBPTBTSDPDSBCDCCCPTCPPTHHSHS
Blank	2,3	BHTSCCB	PBTCBHP	HDTBBPH	PBHCHTT	SDSDHCT	BBHCSPP	UNIQUE	BHTSCCBPBTCBHPHDTBBPHPBHCHTTSDSDHCTBBHCSPP
Blank	1,3	DHCDPSH	DDDDSCB	DPCSCPP	CHSHSPT	CBHDSSH	DCDTSHC	UNIQUE	DHCDPSHDDDDSCBDPCSCPPCHSHSPTCBHDSSHDCDTSHC
Blank	5	BDHSDBD	TPBBHHB	HHSHTDS	PDHHBHT	TTHBHSH	BCDPPCT	UNIQUE	BDHSDBDTPBBHHBHHSHTDSPDHHBHTTTHBHSHBCDPPCT
Blank	1,2	DDHSHTC	DHDDTSH	HPCDHPH	BTBPTBC	SSSHDPC	TTTHSBB	UNIQUE	DDHSHTCDHDDTSHHPCDHPHBTBPTBCSSSHDPCTTTHSBB
Clover	1,4,5,6	PSBBSTC	BBBBBBB	BBBBBBB	CSSPPTH	PBTCCCB	DPCCSCB	UNIQUE	PSBBSTCBBBBBBBBBBBBBBCSSPPTHPBTCCCBDPCCSCB
Blank	2	HHSBHCD	DDTDCSB	BDCBSDS	TPCHHHS	BTCHCSB	HTCCTDP	UNIQUE	HHSBHCDDDTDCSBBDCBSDSTPCHHHSBTCHCSBHTCCTDP
Blank	3,6	BBBHCPS	BPHTCDS	PSDBPBH	TPDTHBD	TDCPTHD	TSTBHTT	UNIQUE	BBBHCPSBPHTCDSPSDBPBHTPDTHBDTDCPTHDTSTBHTT
Blank	2,3,5,6	PDPDTTT	PBSPBSB	HCSPTDB	THHCPCP	BDCHHHB	PBCPDBD	UNIQUE	PDPDTTTPBSPBSBHCSPTDBTHHCPCPBDCHHHBPBCPDBD
Blank	2	BSTBSPC	PSDBHSS	HDTPDTD	CDPPTSD	BBTHPPS	HSDTDPH	UNIQUE	BSTBSPCPSDBHSSHDTPDTDCDPPTSDBBTHPPSHSDTDPH
Blank	1	STPSSST	PSPDCHB	TBTDBPP	BCTHTHD	CBSCDHS	BDDCBBD	UNIQUE	STPSSSTPSPDCHBTBTDBPPBCTHTHDCBSCDHSBDDCBBD
Blank	3,5	BBBSPBD	TSPBDBD	BTCTHCD	HCHPTHC	CHSPBHH	HSSCBHC	UNIQUE	BBBSPBDTSPBDBDBTCTHCDHCHPTHCCHSPBHHHSSCBHC
Blank	4,6	PTDTDBT	PPTPSTP	SPTPCCP	HDDHPHP	DSDDDPC	BDSPCHD	UNIQUE	PTDTDBTPPTPSTPSPTPCCPHDDHPHPDSDDDPCBDSPCHD
Blank	2,3	BSCHBBT	CDPSPHB	STTPTDT	CCPDCTS	CTHPDST	BHBDPHB	UNIQUE	BSCHBBTCDPSPHBSTTPTDTCCPDCTSCTHPDSTBHBDPHB
Blank	2,3	TTHTHCB	CCSCCDH	CDSDSBD	DBTBBCT	SHCTSCS	TDTHHBB	UNIQUE	TTHTHCBCCSCCDHCDSDSBDDBTBBCTSHCTSCSTDTHHBB
Blank	2,4,5	PBCBDBT	PDBHSTB	PSTTCPP	PSSTBSB	BHBPSHC	TBSSCPD	UNIQUE	PBCBDBTPDBHSTBPSTTCPPPSSTBSBBHBPSHCTBSSCPD
Blank	2	DTDBHBB	SBBPSSB	TTHHHCH	HDDBBSP	PTBCSTP	HCHTHHT	UNIQUE	DTDBHBBSBBPSSBTTHHHCHHDDBBSPPTBCSTPHCHTHHT
Blank	2,3	DCHSTPD	HCTSCST	PBHTTDT	BPHSHHP	BTHBTSH	TSSSSCT	UNIQUE	DCHSTPDHCTSCSTPBHTTDTBPHSHHPBTHBTSHTSSSSCT
Blank	1	HTPSTTS	PCSHPTD	SPHCCPT	PDHDCTD	SDDCBDD	HPPBCPP	UNIQUE	HTPSTTSPCSHPTDSPHCCPTPDHDCTDSDDCBDDHPPBCPP
Blank	1,5	PHCTDHS	PPSSSPS	PCTDHBP	PBSSDBP	SHSDTTT	SCSCDSP	UNIQUE	PHCTDHSPPSSSPSPCTDHBPPBSSDBPSHSDTTTSCSCDSP
Blank	2,5	BBTDDSC	BBBBSDS	HHCSDCS	TPCBCBC	DPBBSBD	SBSTCHD	UNIQUE	BBTDDSCBBBBSDSHHCSDCSTPCBCBCDPBBSBDSBSTCHD
Blank	1,3	HSTCDBT	SBHPPHP	CBDCBHB	HCBDBHC	TDBCHDD	TBBSTCC	UNIQUE	HSTCDBTSBHPPHPCBDCBHBHCBDBHCTDBCHDDTBBSTCC
Blank	1,2,5	STCTHSP	DTSSSPS	HSHSTDH	BBBBBBB	TCPCDBB	PBHDBSC	UNIQUE	STCTHSPDTSSSPSHSHSTDHBBBBBBBTCPCDBBPBHDBSC
Blank	3,6	BHPDDSS	CSBSCPP	BTPHCSC	TPSSCHD	DSBSTHP	CPPHHHS	UNIQUE	BHPDDSSCSBSCPPBTPHCSCTPSSCHDDSBSTHPCPPHHHS
Blank	1,3	DHHPDBC	TBPTSHC	DTPDHSD	PDDPCTC	HPHPPDB	CSDHPPH	UNIQUE	DHHPDBCTBPTSHCDTPDHSDPDDPCTCHPHPPDBCSDHPPH
Blank	3,5	CCBTDCT	TCHDPTH	TTTHBTP	CPHDSSS	DTDDPDT	PPBSSTT	UNIQUE	CCBTDCTTCHDPTHTTTHBTPCPHDSSSDTDDPDTPPBSSTT
Blank	5,6	CTCTCSC	DSHHPHH	SPDHHHB	SDCPCSD	PBBBBPC	PSPTHBH	UNIQUE	CTCTCSCDSHHPHHSPDHHHBSDCPCSDPBBBBPCPSPTHBH
Snake	6	PTHDTBD	DCTDCHS	SCSTSCP	SCCHDHS	PCHTDBC	HCCHCBH	UNIQUE	PTHDTBDDCTDCHSSCSTSCPSCCHDHSPCHTDBCHCCHCBH
Blank	2,6	HTTCTCT	SPCCTTB	CSBPTBD	CCDCDSH	DTDBTTB	SHBPCTC	UNIQUE	HTTCTCTSPCCTTBCSBPTBDCCDCDSHDTDBTTBSHBPCTC
Snake	1,5,6	BHPHSSP	SBHDCCD	DHBHSDD	TSSBPBB	STTDPCB	BTPHHSB	UNIQUE	BHPHSSPSBHDCCDDHBHSDDTSSBPBBSTTDPCBBTPHHSB
Blank	2,4,6	BTHSCBP	CPTDHPD	HPSPBBT	DBPTBDP	TTHBSSS	STBPTTS	UNIQUE	BTHSCBPCPTDHPDHPSPBBTDBPTBDPTTHBSSSSTBPTTS
Blank	3	PBCTHSP	CCTCHTT	TSPTTBS	DTBTDHB	DTSSHSH	HPBDBDT	UNIQUE	PBCTHSPCCTCHTTTSPTTBSDTBTDHBDTSSHSHHPBDBDT
Blank	3,6	CBBDBHD	TBTSSHB	DCDBPSB	HDBTDBT	BTHHHHC	HBSPPSB	UNIQUE	CBBDBHDTBTSSHBDCDBPSBHDBTDBTBTHHHHCHBSPPSB
Blank	6	SSCHCHC	BBPDCSS	CHCPTHP	SSTCPPT	DDHDBHH	SPSTPPT	UNIQUE	SSCHCHCBBPDCSSCHCPTHPSSTCPPTDDHDBHHSPSTPPT
Blank	6	DCCDBPS	SDDPTCS	HCHBPHT	DDCSPPP	SPTPSDT	DDPSTPS	UNIQUE	DCCDBPSSDDPTCSHCHBPHTDDCSPPPSPTPSDTDDPSTPS
Blank	1	HPCCTDC	BHTCBCH	BBBBBBB	BBBBBBB	BBBBBBB	TDHPSBH	UNIQUE	HPCCTDCBHTCBCHBBBBBBBBBBBBBBBBBBBBBTDHPSBH
Blank	3	HCTCDDT	CPHCBBD	PDDSHCC	CCCPCTS	THCDTTC	PCCDDBS	UNIQUE	HCTCDDTCPHCBBDPDDSHCCCCCPCTSTHCDTTCPCCDDBS
Blank	3	CCTHTTS	DHPHDHC	PTDPHTS	PPTSPDD	TBBTHST	HSBCSCD	UNIQUE	CCTHTTSDHPHDHCPTDPHTSPPTSPDDTBBTHSTHSBCSCD
Blank	6	DCCTSDD	PPBBBDS	BTCSCCS	TBSDTSP	BTHDDHS	CCCBBTD	UNIQUE	DCCTSDDPPBBBDSBTCSCCSTBSDTSPBTHDDHSCCCBBTD
Blank	1,4	BBSCCSB	TPHPTBB	CSDTPTB	PBBSDTC	CBBHTDS	PSHPHBP	UNIQUE	BBSCCSBTPHPTBBCSDTPTBPBBSDTCCBBHTDSPSHPHBP
Blank	2,5	DCDBPBS	SPHHDCC	TCPTSPD	STCBCSP	DDHHPBH	BHHSPBD	UNIQUE	DCDBPBSSPHHDCCTCPTSPDSTCBCSPDDHHPBHBHHSPBD
Blank	2,5	SPCPBSB	DBBHCPB	CPPDDBB	DPTSBBB	BSBSTTS	PDDPPCH	UNIQUE	SPCPBSBDBBHCPBCPPDDBBDPTSBBBBSBSTTSPDDPPCH
Snake	2	SDTCSDC	SBDHPDP	HPBTDCT	CBHPHTS	BTBDPPT	BCDSBTB	UNIQUE	SDTCSDCSBDHPDPHPBTDCTCBHPHTSBTBDPPTBCDSBTB
Blank	3,6	CCTPTDT	SPSBTHB	TTSHCTD	PCPBSHC	DPSPTDP	PHDTCHB	UNIQUE	CCTPTDTSPSBTHBTTSHCTDPCPBSHCDPSPTDPPHDTCHB
Snake	1,2,3,5,6	TBSBTTT	SHCSDHB	SHDBPCP	BBBBBBB	HHDDTBB	CHDPSDP	UNIQUE	TBSBTTTSHCSDHBSHDBPCPBBBBBBBHHDDTBBCHDPSDP
Blank	3,5,6	HCBCBBD	SCCSCTC	PPPHTSB	DDPSBTP	CDDTCPD	TSPTBHS	UNIQUE	HCBCBBDSCCSCTCPPPHTSBDDPSBTPCDDTCPDTSPTBHS
Diamond	5	CDPDSSP	HHPBBPD	CDDBCSP	TDCTPST	DDTSHPD	CSCCHPC	UNIQUE	CDPDSSPHHPBBPDCDDBCSPTDCTPSTDDTSHPDCSCCHPC
Hex	4	BBHDPBS	HCTTBTP	TSBBHHD	HBDSPTH	BDPHPDD	PHHSPSD	UNIQUE	BBHDPBSHCTTBTPTSBBHHDHBDSPTHBDPHPDDPHHSPSD
Blank	3,4,6	CHBDHSH	HHCBCHC	PHCBSSC	DPSCCBT	SBSSCHP	CBHDPTC	UNIQUE	CHBDHSHHHCBCHCPHCBSSCDPSCCBTSBSSCHPCBHDPTC
Blank	3,6	DBSTSTP	CPTHPTC	DPDHBBB	THPBHDD	SPHCCCH	PBDBPTT	UNIQUE	DBSTSTPCPTHPTCDPDHBBBTHPBHDDSPHCCCHPBDBPTT
Blank	3,6	BBCCSPH	PDTBSTC	SPHDPDS	CTSPPDC	CCTPDDB	PPBHPSS	UNIQUE	BBCCSPHPDTBSTCSPHDPDSCTSPPDCCCTPDDBPPBHPSS
Blank	4	HCCPDTH	BBBBBBB	BBBBBBB	PTDCBSD	PPDHTHP	PBSCPDB	UNIQUE	HCCPDTHBBBBBBBBBBBBBBPTDCBSDPPDHTHPPBSCPDB
Hex	4,6	PTBCBTC	DTCCCTH	DTDPPHP	CCHCCHB	TBDCTCS	DBCSDTT	UNIQUE	PTBCBTCDTCCCTHDTDPPHPCCHCCHBTBDCTCSDBCSDTT
Hex	6	BSBHPHH	HSPTDTC	DSBHDST	SCPHPDD	SSDTTSC	CCCPBTH	UNIQUE	BSBHPHHHSPTDTCDSBHDSTSCPHPDDSSDTTSCCCCPBTH
Blank	2,6	DCHHHCS	CBSBSDS	BSCCBDP	HBDTHTD	PTCPPSB	HHPCPDD	UNIQUE	DCHHHCSCBSBSDSBSCCBDPHBDTHTDPTCPPSBHHPCPDD
Blank	2,3,5	DPCBHBS	DSSHCBT	TTCBTCB	CSDPCBH	CSSSBDD	SBBDCTD	UNIQUE	DPCBHBSDSSHCBTTTCBTCBCSDPCBHCSSSBDDSBBDCTD
Blank	2,6	PTCTHHH	HDDHBCH	TTBBPSS	CSSHBPH	HCHSTDS	HDSPDHB	UNIQUE	PTCTHHHHDDHBCHTTBBPSSCSSHBPHHCHSTDSHDSPDHB
Blank	1,3	TBTHSCP	PPHDSCC	TTBCHBT	DPDHDCB	SBHTTBS	SHBBBDB	UNIQUE	TBTHSCPPPHDSCCTTBCHBTDPDHDCBSBHTTBSSHBBBDB
Blank	1,2,6	SBDPDHP	DPSBTST	CCSPSPB	SHCTBDD	DDHDHHS	TPPPTCS	UNIQUE	SBDPDHPDPSBTSTCCSPSPBSHCTBDDDDHDHHSTPPPTCS
Blank	2,3,5	SSPSDDH	TDTCSCH	HHDSSSB	DTTTBHS	BPBDBPH	SBSHHCT	UNIQUE	SSPSDDHTDTCSCHHHDSSSBDTTTBHSBPBDBPHSBSHHCT
Diamond	1,2,5	CPCCHCP	SCTTCBP	PSHDBBH	BBDSTSH	HHCPSDH	PBCCTPC	UNIQUE	CPCCHCPSCTTCBPPSHDBBHBBDSTSHHHCPSDHPBCCTPC
Hex	1,3,4	TCPHCBT	HTHDHPD	DDSPBHH	DPSDSHP	TPCPBTT	HSBHTBH	UNIQUE	TCPHCBTHTHDHPDDDSPBHHDPSDSHPTPCPBTTHSBHTBH
Blank	2,5	HBDSTTS	SBCHCBH	HBBHBCH	DDCSBCS	DPDBHPP	BBPHCPB	UNIQUE	HBDSTTSSBCHCBHHBBHBCHDDCSBCSDPDBHPPBBPHCPB
Clover	1,4	CCPTCTC	TPHDDDC	CDTBDDC	HTDHBTP	BCDDCBC	TPPBPHC	UNIQUE	CCPTCTCTPHDDDCCDTBDDCHTDHBTPBCDDCBCTPPBPHC
Blank	1,3	HTPBBDT	BTDHTDS	CSCCBDD	THPBCCB	TSPSCSB	CPCTSPS	UNIQUE	HTPBBDTBTDHTDSCSCCBDDTHPBCCBTSPSCSBCPCTSPS
Blank	2,3,5	CHPHSDS	HBPDPHD	BHDCPSS	BPPTHHT	BDBCSBP	HDPHDDS	UNIQUE	CHPHSDSHBPDPHDBHDCPSSBPPTHHTBDBCSBPHDPHDDS
Snake	4,6	PCCPPBT	DPTDCTD	PTBCBHC	PTHDTDP	BTTSBDB	SBPTTPC	UNIQUE	PCCPPBTDPTDCTDPTBCBHCPTHDTDPBTTSBDBSBPTTPC
Blank	5	HTPTPSH	DDSSTBT	TBSDPTC	HBPDDSB	HBBSHDS	PPCCDCC	UNIQUE	HTPTPSHDDSSTBTTBSDPTCHBPDDSBHBBSHDSPPCCDCC
Blank	2	SDDCBHS	DBDBDSS	HSTHPBD	PTPTBTS	DTTCCDC	DDPDPPT	UNIQUE	SDDCBHSDBDBDSSHSTHPBDPTPTBTSDTTCCDCDDPDPPT
Blank	1,5	CDPSHSD	SSTHBHS	TBHDPCS	DSTSPDT	CBPCPPH	DHPPSTC	UNIQUE	CDPSHSDSSTHBHSTBHDPCSDSTSPDTCBPCPPHDHPPSTC
Blank	6	HDDPHBP	DCBHSDT	CDCPHTB	THHDTHH	CPBTCST	TTTHBTP	UNIQUE	HDDPHBPDCBHSDTCDCPHTBTHHDTHHCPBTCSTTTTHBTP
Blank	2	CTTTTHT	CTDSSCP	HBTDSSS	DDHBTBC	HSSDPHT	TCTCCPB	UNIQUE	CTTTTHTCTDSSCPHBTDSSSDDHBTBCHSSDPHTTCTCCPB
Blank	3	BDSTCDB	CPTCBPD	CCHSPPS	SDSCPPP	DBDBBHT	CCBHCHP	UNIQUE	BDSTCDBCPTCBPDCCHSPPSSDSCPPPDBDBBHTCCBHCHP
Blank	2	TCTTSBH	DPTHBPT	PDHSPDC	THDHBSP	BPHTCTP	DPDCBPT	UNIQUE	TCTTSBHDPTHBPTPDHSPDCTHDHBSPBPHTCTPDPDCBPT
Blank	2,3,5	CSCDSHH	CHDHTBT	BCDPDDS	BBTHBPP	DDTHDHS	BBBHSTD	UNIQUE	CSCDSHHCHDHTBTBCDPDDSBBTHBPPDDTHDHSBBBHSTD
Diamond	2,5,6	CTTCDHS	SSSBCSD	PBPCSPS	TBHHDDH	HCCSBHT	SDTDHSC	UNIQUE	CTTCDHSSSSBCSDPBPCSPSTBHHDDHHCCSBHTSDTDHSC
Plus	5	CBDDDDD	PDSCSDP	BCCDTTT	PBTBBTT	DSHCDHH	TTCDDBD	UNIQUE	CBDDDDDPDSCSDPBCCDTTTPBTBBTTDSHCDHHTTCDDBD
Blank	3	SCDPDPC	CTHBBCH	DDPCDPB	SCBPPBB	THHPSCB	BCDCPPH	UNIQUE	SCDPDPCCTHBBCHDDPCDPBSCBPPBBTHHPSCBBCDCPPH
Blank	4,5	BBTSTDH	PPSHDSS	SDBPSHT	BSBSSTS	HDDHBCH	BBHBPBC	UNIQUE	BBTSTDHPPSHDSSSDBPSHTBSBSSTSHDDHBCHBBHBPBC
