Image	Piece	Links	Code 1	Code 2	Code 3	Code 4	Code 5	Code 6
	Blank	1,2,3	CCDCSCD	SCDSBSH	PCSTCDT	CDDSDTT	HPSBDSP	PBTPSHT
	Blank	2,5	CCHDCCB	PBHCDDH	CTPPDHP	SPDDDHB	BDPBTPT	DCCTDCT
	Blank	3	CCHTBTC	PPCBCHB	TSSPSTS	CPBCBHD	SSBPSPD	CTCPBHD
	Blank	2	CCPDDSB	SSPBDPC	CHHSDPT	TSBHPTS	BDHSSCP	SBSDSDS
	Blank	1,4	CCTBTPB	HBHHCPS	TPDTPBD	CPPSBTS	BBBBBBB	BBBBBBB
	Hex	1	CDCBDDP	THDSTCH	BDBDHBC	BBSHBDC	THSCTPP	PDPPCHS
	Blank	2	CDDCCDB	CPBHDPP	PSHBSTH	HPPCBHS	DHTDPCB	THPHBDB
	Blank	2,5	CDDHDHP	HPTDCSB	TCCSBCB	TTPBHSP	HPDHTTT	CSPCCPH
	Blank	2,5	CDDPHPH	SPCBSCB	BCSCTSS	BCHHDTS	PHTDPTP	THTCBHT
	Blank	6	CDDTTHS	DDHTPBH	HCSDSCD	HCPHDSC	DBPPCBB	SBSDDTC
	Blank	3,5	CDPDPBC	BTHBTSH	SCHSTCT	HDPCDPT	DPBTHHH	PDTDTDB
	Blank	2,3,5,6	CDPPHSC	BCTSBDH	PSPSHCT	SDBDDSD	DPTSBBB	HTPHPTD
	Blank	1,3,5,6	CDSCPTT	THPTSDS	SPBHHSP	CBBDSSB	CHSDBCH	TBPSHHP
	Blank	3,5	CDSDTSS	CTSTCTC	HDBDHCB	TSHCCBP	PTHBCSC	CDPDBBS
	Blank	3	CDTBPDC	SBSDHTB	BSDSPHP	TSPCCDH	BDTCSST	HDTPDTD
	Blank	4,5,6	CDTHSSS	TPSDPHS	TSTHCPT	PHCTDHS	DDPBSPS	HSCSTTT
	Blank	2,3,5,6	CDTTCCS	TTBPTPH	BCBTBHC	BHCPBBT	CHDSDHP	SDPDSSD
	Blank	4	PHBCSCH	DCBHSTT	PDDHTCC	BSCHCDS	HCHPCBT	BDBCCCT
	Blank	3,4,6	CHBDHSH	HHCBCHC	PHCBSSC	DPSCCBT	SBSSCHP	CBHDPTC
	Blank	2,6	CHBHBDC	HDTPSSB	DTCHHTH	DCHSDTD	HCTTBTP	BSPBTHH
	Blank	3,4,6	CHBHBTD	TBTTHSC	BDSSTTT	HBCCHDT	SHCSDBD	TBDBCDP
	Blank	5,6	CHBTDBD	SSSSPCH	PHSPSPS	DCSDSDP	HBPCDDC	HCDPCPC
	Blank	2,5	CHCHDDC	HSBSSBC	HPTHTDB	CPPDSCD	DHPBDCT	DBHCPTB
	Blank	3	CHCHPTS	SSBHPBB	TBDHHTS	PHPDHDB	DSHHDBH	HBSDTCS
	Plus	1,5,6	CHCPTSS	SHPBPTT	DBDBSSC	STDSPCP	STHPHPB	DBSDBDD
	Blank	3	CHCSCHP	DHSHSPP	CTBCDSP	CBHBBCH	CTCPDSB	DDDTSHP
	Blank	3,4,5	CHCTBDP	SSPHSSB	DHTCTCP	SBCPHCD	SBTSPHC	TSSSHSB
	Blank	3	CHDCHDS	DBBDDST	SSTHCPS	BBHPSSH	SHBSHBS	TDDHCTS
	Snake	6	CHHCPCB	THCDDPH	PPPBHSB	CTCTCSC	BCDDHCS	TBSHCHH
	Blank	6	CHHDPDB	TPDBDDP	HTSTBCC	SHSTCPB	TPTTBCD	CSPBSCD
	Snake	3	CHHHTHH	BDPPCHH	BBSTTPD	HSHCCHB	STSHPBT	SBSDHTT
	Blank	1	CHHSTCT	CBHPHSB	STPPTCC	SDTBTHC	BHTHCCD	CPPSCTS
	Blank	2,4,5	CHHTPSD	PBHHBDP	DBBBCTH	PTHBPPP	CHDBSTS	TTBSSSC
	Blank	3,5	CHPBBSH	DSDCSST	HHSCBSC	HHSPPCH	HSHSDDP	TSSSBHC
	Snake	1	CHPDTPT	BBTHPPS	TDCCPCB	SBCSPCH	PCBHHBB	CSBTSBC
	Blank	2,3,5	CHSCPCC	TPDBHDC	HPBPPHB	BDHTBPD	BSHSHHD	PPCSCDS
	Blank	3,6	CPBTSPC	TBBPHPH	BDPHPBB	PSHHDSD	CBDBBDB	BBPPSHB
	Plus	1,3	CPCSSPS	HPSCSPB	BTSPSHS	SPPBCPB	BBBBBBB	BBBBBBB
	Blank	2,3,6	CPHBSCT	DPTTHTT	BPHBTTP	TDPDTBB	DTBHSTT	HHDCSHT
	Blank	1	CPHCSBP	TDCSCHT	PHSTHPH	DCDBPBS	CDCSDBH	TDCDCTS
	Blank	2,5,6	CPPDCSD	CDDTCPD	HSPCPTC	TPTHTPC	HBTPSTS	PHPDHPT
	Blank	2,5	CPPSTCC	CTBCSCB	BHPTTTP	BHSBTBP	HPSPSCC	BSBHCSC
	Blank	2,5,6	CPSSPCH	BPDDBHS	SDBTTBS	CSBDTCD	DBSPBBH	HDHHPSC
	Blank	2,6	CPTPPBD	PTDPCPB	BBBBBBB	BBBBBBB	BBBBBBB	PDHSTPH
	Blank	5	CSDCHSB	PTCSDDP	SSDBDHS	BHPTBPH	HCTCTSC	HHDSTSS
	Hex	5	CSDCSSD	TBTDBST	SCTCSDC	HDCHPDH	TCBDPBS	DTDTSCS
	Blank	1	CSHHPHP	PHDTBST	CDSTPBT	CSHHTCT	SSCHCHH	BCCCSHB
	Blank	1,2,5	CSTDSCC	BSTPHCC	PHCDDSP	HHBTCHH	HHPHDST	CPDDBCC
	Diamond	1,4	CTBHBBD	SCSSPCT	BDTCBCP	THDTSDH	BSTHCCT	SPCCBDD
	Blank	2,5	CTBPPCT	DCDHHCP	SSTCPPC	DPHPBCD	DTSCBCH	HTSBPCH
	Blank	1,2	CTDCPTB	BDSDSSH	PDCBHDS	TBTTHCH	SPDBTDH	BDDHDHD
	Blank	3,5,6	CTDSTBB	CDPSHSP	PBDSHCS	PTSCTHT	PCTCPCP	HPSBPPT
	Blank	3	CTHHDTB	TSPSHSH	SDBCTBS	DPHTHPH	PHPSTTS	HHCBCCP
	Blank	2,3	CTSBCDT	CPCBCTC	DBTPDCC	CCCPCBT	TTDHBSH	SSDTPTC
	Blank	1	CTSSBPP	CHBHBCB	SCPDPSB	DSTCBHT	TTTBDHD	SCTCHHB
	Blank	1	CTTTTTT	BSHHHDT	PTTPTSH	SPHSPPT	HPTSDHC	HDBDPHS
	Blank	3,5	DBBBDPS	PCTSCDP	BSHHHTB	BCHBHTT	SCCTTHB	SBTPHPT
	Diamond	2,5,6	DBBDBSB	TTHSTST	STBHTCH	CHTTSPT	DBPTBDS	HTCCBPH
	Hex	1,3	DBHHTSP	BPBPDTT	HHHHHTT	CCDHPHS	THHSSHD	CSDPTBD
	Blank	1,5	DBHSBPD	TSTSPDS	TSPDSSP	PDPPCTT	CDTBTST	PDTDSDP
	Blank	4,6	DBPSBPC	HDSTPBC	SDSCTBP	BDDHPSB	DCBPBPD	HTTHHTP
	Hex	3	DBSDBTT	CHBDTPC	SDPDSSD	SBTCPPD	DPSHSSS	DHBHSDD
	Blank	2,5	DCBTCTC	CTHSPSP	SBSDDSS	CBPSHCP	HDBTPPC	PBCHCCC
	Blank	2,3	DCCBPHS	DHPHHDH	PBPBDPH	BDPDSBB	SDBHTHP	DDCHHHB
	Blank	3	DCCDDHD	CTHBSPH	PPCPBHC	HTPHCHD	BTPSPTP	BDHHCBP
	Blank	2,5	DCDCBDP	PSTTPTP	BHSHDDD	TSSPBBC	CHPPTHP	TBHSDHB
	Clover	2,4	DCDHHSH	BDCCBSS	HBCSSBH	HTSPSDC	TSBDBPT	HSDHHHP
	Blank	1,3	DCHCTCH	TBPCHHC	CBDPHDB	PTCTDHS	BBBBBBB	BBBBBBB
	Blank	1,3,5	DCPCSBD	CTDSHHB	PBDBPTT	PPHDPHB	DHPDCSP	CPSHDDH
	Blank	2,4	DCPDCSP	HSSSSDB	BDDPTSC	DHSHTSC	PSTSPBC	BBPBPCB
	Blank	2,4,5	DCTHHPP	PSDPCBC	DPPBSTD	DBPCDSB	BCSHTPT	DPCPPHH
	Blank	2,4	DDBCCSP	CCCTBPB	TBTHDDC	SPBPTHP	BBSCHBH	CDHCDCH
	Blank	4,5,6	DDCHPTD	DDPHSSP	HPHTTSD	PDTDPPB	DPSBBBD	HBBSSPT
	Blank	1,2,5,6	DDDCTCP	PSCDHCH	BHDTSBH	SHHTHSS	DTBDCSH	CPBHTPD
	Blank	6	DDDHTSS	TBPDSDP	CSBDDTC	THDSBSH	HPBTHBC	SSPBTHS
	Plus	1,2,6	DDHHSPB	DSSSDDC	BHPCBCB	CHDHSBS	SCTTHPB	TPPHPPD
	Blank	2,5	DDHTDPT	PCDSCCH	PPBSPHB	TTDBPCS	DCPHDHT	BHPHSBC
	Blank	3,5,6	DDPCCTS	PCDPTPD	PSPDPCT	SBBPCHD	HDCSDBP	DPHBCBC
	Blank	2,4	DDPSBTP	THTBHCT	TDBHTPP	PHCSCDB	BCBSPTB	HSPCPTC
	Blank	2,6	DDSDHHH	CHDHDTT	BPDCPST	HHPTPSC	SCHBCBC	SSHSSCS
	Blank	1	DDTBDDS	TDCTTTB	BDTSHDS	HSTBBDD	SHHCCDC	CSTHBDC
	Hex	2	DHBSDDS	HCCHHTD	CHDTBPS	BTPDHSS	HHBCTDS	DPSSHHS
	Blank	1,5,6	DHCBCBT	DDPPDBB	PSSPTPB	CPSDCCC	DHSDBSP	CDSSPBT
	Blank	5	DHHBBBC	BBBBBBB	BBBBBBB	TDHDHCB	TBCHDTH	CDBSSTS
	Hex	3	DHPDBPP	BTCBCTP	HDTDCBP	PTCHDCS	HHDDTDD	HSCCHCS
	Blank	3,5	DHSBBHS	HBDBCCP	THCDSCC	SDCHBHT	TDCTDHB	SPSSTPD
	Clover	2,3	DPBCPHH	DHCSSPH	TCPSCSB	DCSTBCH	SHBHBTS	SBTPCHB
	Plus	2,6	DPBHHTD	DPHPTBS	TTPCSHP	PTDHBCB	DCDBHCD	CCHDDPD
	Blank	3,6	DPCBSSH	DPTDBBB	SCCHBPS	PSCBCST	TTPCSTH	HHDSSSB
	Blank	3	DPCDCST	SDSHBHH	SDDPSSC	DTHTCSD	BDBSTTP	SCSHDDS
	Blank	2,5	DPCTCPT	DDPTPPS	SDSCDPT	HTTHBSP	TDCHSTC	CHDPSSB
	Blank	5,6	DPDCHDS	BPCHPTP	CTCBCDS	BPBBBCS	SHBCHCH	SHBDPHD
	Blank	1	DPDSDHP	THSCTPP	CDDCPBD	BBPPSTT	TTHSHPS	CBHTSPS
	Blank	6	DPHBCCB	SBSSHHH	TBHTSBC	PDDBPSD	SDBPTPC	CCSSHSD
	Blank	4,6	DPHBDTT	PHBDDCC	SPBCDCS	BPSHHTT	HTPPSCB	PSCTDCH
	Snake	5	DPPHPHD	SSCDTPD	TCHHPTT	BCCTBSD	HCDPSPT	PBPCSPS
	Blank	4,5,6	DPPPSBD	THCTPBS	DPPSSDD	TBTPDPB	DDTDCSB	BBHCSCT
	Blank	2,4	DPTDSDT	CHSDDDD	HPPHSSP	BHDPBCD	DCPDTHS	TBCDDCD
	Hex	1,4,6	DSBHSST	TCPBTCB	THSDBDD	PBSDTDS	BCTTBPD	DBDDBSB
	Blank	2,5,6	DSDPBBD	DSPTSPC	BSDHDDT	CPBHSCC	DPTDHCT	DCTDSCH
	Blank	2,4,6	DSHHDTS	TDCSCPD	HTBPCCS	TDSCHCP	BSSCCSS	SBCBBCP
	Snake	1,5	DSPCHPD	BCTCPPB	PPCCBHH	DDTCSPS	HSDDHPP	SSPBCPP
	Blank	3,6	DSPDSTS	BBCHBCT	DSHSPHS	PHBBSSH	BPCSBBD	BSHHHTB
	Blank	5	DSSBDTP	SBHDBHT	HBCSPTS	SHDDPHP	BCSHTTS	PHPBDTB
	Blank	2,3,4,6	DSSBPCH	HHSHDPS	TPPHPCB	CHBHPCB	SPHDSBB	TTCBPSP
	Blank	6	DSSBPHS	THPDSCT	HSBCSCD	BHTSTTS	BDHSBSC	DCTBSDC
	Hex	2	DSTHDHB	BBSHCHD	BBSCHST	TPCPTSS	PDTCHDD	CCDDSST
	Blank	2,5	DTBDCTD	HHDSHPH	CDPTTHS	DDCSDTB	DBSBDTS	HPCSSDS
	Blank	2,5	DTDTDBD	DBPCCBP	THTPDBC	PDSPBDH	DBDHHPT	CCDPCTS
	Blank	3,6	DTPBPCS	CPDBDSP	SPSTHCH	BPTTTPH	SBSDHTT	PDSTHHP
	Blank	3,6	DTPDDBD	DBSCDDT	DTPBDTD	TDCSSHS	TPSDPPD	HPBCCHD
	Blank	2,3,6	DTPSHSH	TTPBPCP	SCSHSDH	TPDPDSH	BHSHSSH	DCBCPTD
	Blank	3	DTTTHDC	BPTPTSC	CCHDTTD	CDHDHPH	BPDSPHP	BPHSDTB
	Blank	5	HBBDCDH	DHHBBPC	HSBCSHP	SHHTHDD	BCSTHSC	SBDTSDT
	Blank	6	HBCHHTT	TTSPTHS	HTBBPSP	BBBPHTC	PSHBBTB	TSSTHHP
	Blank	4,5,6	HBHCTPD	CCTHBBB	CTTPCTC	BDHHCCC	BPTTSSC	DSPTBBD
	Blank	3,6	HBHHPPH	PHTBDSC	BCHSTSS	BBBDPBD	HDBBBPS	SCHSBBB
	Blank	2,3,6	HBPBPPC	BSDPDSD	DHPTBHB	CBPBBBH	CHHBDTS	PPBPPHT
	Blank	3,5	HBPDHPD	BTTDHDD	PTSPDDD	DSPBBDD	CSSDHHH	TCPPTPP
	Blank	3	HBPSPDP	HTBPPBB	PPTHCTB	SCTBHTH	TPTBDDS	HDCTBTC
	Blank	2,3,5	HBSPSPP	TSSPBBP	PHBCSBP	BBBBBBB	BTHBBST	HTCDHHP
	Snake	3,5,6	HBSTTBH	BDPDDHC	DBDTCSB	TSDDBPP	SPSCSCH	CDSDSBD
	Blank	2,6	HBTDTPC	SDSPBHD	PSPDTTD	CDBHHPS	HSDSCTT	SDSCBDT
	Blank	2,3,5	HBTPTBC	CCTTTTT	BCHBCTP	TTHBPDD	DHDPDCP	TDSSSBS
	Blank	1,2	HCCBHTS	TSSHTTD	PSPSTBB	STDTBSH	TPCHSCH	SCHBCSP
	Blank	3,6	HCSBBTS	PDHCCCT	THDCHPB	BCHTSPS	PBSTPHC	HHPCPPP
	Blank	2,3,6	HCTHSCT	CTDDDHP	CPCPCPC	DDSHCTS	BDSSSBP	STCDHHD
	Blank	2,5,6	HCTPCHP	BDDDBCP	PTCPHTC	CDTBPDC	PSDBHSS	DDTCCPH
	Blank	3	HDCPHBD	BPHDBBP	BHCSCPB	CPHTDPB	CSHPHSS	HDDBHTP
	Blank	2,4	HDDBDCH	TCTTCDH	TPHPTDH	BBHHPTC	BTSTHPB	BHDDBHT
	Blank	2,4	HHBPTSC	HBTTCHC	DBPCSSS	HHDPBPB	BBBBBBB	BBBBBBB
	Diamond	5	HHBTCSP	BTPDTTB	TDTTHTS	CDBDTDH	SDSCCCB	TPTBTTS
	Blank	4	HHHBHSP	DSTTSTS	SPHHHCB	CTBHSTP	PPBTCHS	BPSSSBS
	Blank	1	HHHSBBP	HHSTBPH	TDBCTPC	HHCCDPT	BTPBDBS	PPCTSBP
	Blank	2,3,6	HHSSSHH	BBHDPHP	SCTCDBC	DHSHTBD	PBCSBDH	TCBPTSB
	Blank	1	HHTDCBC	SHSDBCS	PTHCDHD	DBTHSTS	CTSTSDC	PBPDDSD
	Blank	4	HHTHDPS	CHBSBTS	TPCTCBT	CSTDSCC	PTPHDTP	TCBTSPT
	Blank	4,5,6	HPCCSPD	TTDPHSD	PBPPHTS	PDBPHSB	CDSCTHP	SBPPSCT
	Clover	3,5,6	HPPHCPD	HTPBTBC	HBPSSDP	DSTSTDC	HPTCPPT	SHDCTHB
	Blank	3,6	HPSPCDS	BSBBCBT	TCTBSBT	TPBBDHT	SSHHPSS	DBDHPPP
	Blank	3,6	HSBCCPB	CHTPCPH	SHPHSPC	CHCSCHP	DBHDBDT	SPDTCCT
	Blank	1,3	HSDDBPC	CCTPDDB	DCPDHPP	SSSBCSB	BHBTDDC	DHDHDPD
	Blank	3,6	HSSBSHP	SHBSBCS	TPSTDDH	BTSHSSS	CBDCPBS	BHDCPSS
	Blank	2,4,5,6	HTBDCBT	BCSHTPT	HDHBDSC	TPHBPHC	DBCHHTT	PTPCBBD
	Blank	5	HTCSHPB	PTPHDTP	CPDDBCC	PPBHBHB	CHDHDTT	CCTSDSH
	Blank	1	HTDPTDS	SPPHPPT	DTCCTHT	PSHPBCD	PBDTDSC	DBCSHHT
	Blank	1,3	HTPBBDT	BTDHTDS	CSCCBDD	THPBCCB	TSPSCSB	CPCTSPS
	Diamond	3	HTPBSDH	CBBHTBD	BTTCBTC	BDCSPST	CBSBHPH	SDTBCTB
	Blank	1	HTPSTTS	PCSHPTD	SPHCCPT	PDHDCTD	SDDCBDD	HPPBCPP
	Blank	5	HTPTPSH	DDSSTBT	TBSDPTC	HBPDDSB	HBBSHDS	PPCCDCC
	Blank	2,5	HTSCBBP	DTDSPTH	TBSSCPD	HSPHPSC	TCSHHBC	HHBSHCP
	Blank	3,6	HTTBHPS	TBHBTDC	SSBBBCP	CBCTTTT	HPBPDPS	BPDPBCT
	Blank	2,6	HTTBPTH	HPDCPBB	SSCDBSD	THBBPSC	HCPPCTP	PPTCBHP
	Blank	4	HTTHBSP	SHDBPST	HHTCSDH	SHCHTTH	PDHSPSH	SBBCBSS
	Blank	1,4	HTTHHSS	BBBBBBB	BBBBBBB	BCTHSCB	SCSSPCT	BCDBPBP
	Blank	4	HTTPCBP	TSSPBPP	HTDCBSB	PHPTTBS	HHHDCSP	PHCDDSP
	Blank	4	PBBCSTD	DPSBPHD	DDDTPTT	PBCHTSP	CDPSHSP	TTBBPDH
	Blank	2,5	PBBHHBD	HSDTBHT	SCPSSHT	PSTBHDC	DBCPPDD	DPHTBHD
	Blank	1,4,5	PBBPDDC	BBBBBBB	BBBBBBB	TDTTPCT	BTDDSCP	BCCPHCB
	Diamond	3,5	PBBSBTP	DTPSDTB	CCDPBBH	PPDHBCC	HTBCHCT	HPPHSSP
	Blank	1	PBCPSTT	DSSPBPD	HPSPHHC	PBCPPDB	PCCDDHD	PDDHTCC
	Blank	6	PBPBCBT	DBSCPBT	HSTDBPH	SHCTHBS	CPTCBPD	TBDSTTP
	Clover	3	PBPHCPD	THHPDHS	PSTSCDS	BBBBBBB	HBBHTDH	TPDDCST
	Blank	2	PBSCSCD	HHDPBTC	CSCCHPC	CSPTBTC	PCHCBBC	SSDBHTB
	Blank	5,6	PCBBHBP	BPPDHDS	CPDCTPD	PSCCSDC	CDDSPCC	TSTPHBS
	Blank	1,2	PCBPPHP	CBCSDCC	BBHCSPP	PTHCBTH	PSHTBSP	BTBSTTS
	Snake	4,6	PCCPPBT	DPTDCTD	PTBCBHC	PTHDTDP	BTTSBDB	SBPTTPC
	Snake	6	PCDBSPP	CBHHBHC	HPSSTHH	CSSBDBB	DCHCSPC	SBSDHBS
	Blank	2	PCHBTHP	TSCCHHS	CHSBPDP	BBBBBBB	DBDTBHD	PCTCHCH
	Diamond	1,2,5	PCHDSBS	SPPHHDB	TPBBPST	SSCPPDP	PCHCCTD	SPHSHHS
	Clover	1	PCTBDCC	BBBBBBB	BBBBBBB	SHHCHTS	TCTTDCH	HTCTCPP
	Clover	1,6	PCTPHSC	TPSDPPD	DBBTHDH	CBHDSSS	SPBHHBT	BCSHBPS
	Blank	2	PCTTHCH	PHSHCTS	DTSTDDH	BPCHSDC	THCTPBS	HTPBDBS
	Blank	6	PDBTBCD	BDDPTDB	CBBCSPD	SBSBPHS	HSHBBPS	TBCCTCC
	Blank	3,6	PDDPCTC	PHHDTST	DCDTCHB	SPDPHHP	BHBSSDH	THHDDPP
	Diamond	2,5	PDHBBHT	BCSBDCT	BCSSCHH	PDPSTHS	HTPDHHP	BTTPHDS
	Blank	2,5	PDHTBPT	DTHCSTB	PBPSCSS	DSSBPCH	HCTHPCC	CBPHCDD
	Blank	5	PDHTSST	CBCSCTD	BSBPSDH	SBTPPSD	BBDTBBH	CCCHPCB
	Diamond	2,4	PDPCPSS	BPBPTSS	TSDPHSH	BPHBPCP	TSDDSHD	BSHTBSP
	Blank	2	PDPPCTT	PHDPPTT	CDSDSPS	DCPPDDP	DTHHPTB	HPHDHDH
	Blank	1,3,6	PDPSBHB	BCSBCPB	CPPCSTH	CPSCBCD	BDHHDDP	TDCHPBP
	Blank	4,5,6	PDSBDDT	BBDCSSS	STDDDBB	BSSHBPD	PCDHHTT	BSSPBCT
	Blank	5	PDTHTSS	CBBSCSS	CHPTSBC	STPDSTH	SCPDTBH	DSTDPBP
	Blank	5	PHBPTPB	PHSPCHB	HCDBTHT	BCCCPTD	TTSPPHC	CPDDPPP
	Blank	2,5	PHBTBBH	PCSBHHC	HCPCCSH	BPSSCTT	DHDSCCP	CTDPPSH
	Blank	3	PHCDBBP	HBDDSCB	BPCDTSC	PTPHTTS	DBHPSHH	HBTDSSS
	Blank	6	PHHTTHH	TCTSPBS	DHPHBPS	SBBHDBD	DPBSHST	HSTBSBB
	Blank	5	PHSHTDH	TBSTPBS	SPPPBTB	PHPBCCD	SPCBCHS	CTHCDST
	Blank	2,4	PPBHHDD	DDTHDHS	DDBPBPC	DCSBDDH	SSTDDPB	DDHDPSD
	Snake	3,5	PPDDBCB	BBCTPPH	CDSDBPT	DHBPBTD	HDPBPCS	HHSPBHB
	Blank	3	PPHDPHB	SPHCCCH	CPPHDDD	PBCDPTT	CPCHDPP	DTHBBDP
	Blank	1,4	PPHDPPH	CHPDCDC	HPTDCHB	PBHTHBC	BSBTPSP	BHPSPTP
	Blank	4	PPHSTCD	DHSPBHB	DPHCBHB	BDSBSHH	BBSCDST	CHBSPTC
	Blank	2,5,6	PPPBHCB	CPHDDHP	CTTBBPH	DDTSBCD	CHSHBDT	BCDCHBP
	Diamond	3,5	PPPBPSS	CDTHPHS	DBSDBDD	DHDTHHB	DBSHTCT	SHBDSSH
	Blank	2,3,5,6	PPPCDPD	DBBDPHS	CSSPBBC	TDDCPDS	SSBHHPT	SSDDCPP
	Plus	2,6	PPPHSTS	PTHBBPD	CDDHTTH	PTHBDTS	PCTPCCB	BDCDDTS
	Blank	6	PPPSDPP	DDPBDST	DDBBPBB	DCHHHCS	CSDBDTC	STBPSBT
	Clover	6	PPPTPSC	CTBPCDP	HCPCCTP	BDCSHPB	PPDSPDB	TCCCSHD
	Blank	2	PPSSHDT	CBDPTTS	BTHCSDP	SDPDBSH	TTTDTPC	DSBHDST
	Blank	2,3,4,6	PPSTSDD	TTTTBBT	PPSDCPS	HSBBBPP	TCHTBTB	DHTSTDB
	Blank	2,3	PPTPPTT	BSCDTHC	CTTHCCC	DHDSCSD	BBTHHTD	STDSCSP
	Blank	3,5,6	PPTSHCP	CHDDDTS	SPHSDTT	PPBTCBC	DCHDTPB	TDTHBCP
	Snake	5	PPTSPDD	TBPPDDT	SHHHSCH	DCTDCST	CDTDSSD	DCSTDCT
	Blank	6	PPTSPHC	PSHHHTD	PPBCHDC	HHSTTPB	HTTHPCD	TSCSDPP
	Blank	1,3,4,5	PSBBDCC	DHTBTBC	PCPPDHT	SPCDHPB	PDHCTPS	BDHSHTB
	Snake	5	PSBBPTP	BBBBHTB	SPHSHHS	BPBTHTH	CCPHPSD	CCTSBDP
	Hex	1,4,5,6	PSBBSTC	BBBBBBB	BBBBBBB	CSSPPTH	PBTCCCB	DPCCSCB
	Blank	2,5,6	PSBPHBD	SDBTTPT	HPDTTSP	BSTHPBP	PHPBTBP	HCTHHHS
	Blank	2,6	PSBSCSP	DPTPPCS	SBCTDSP	HBDPDCP	CBBBCST	BPCDBCH
	Blank	1,2	PSCBHBC	CBCBSBC	CBPHCDD	BPPDPCB	PBPTTDH	DTDSCDT
	Blank	3,4,5	PSHDBCP	BTSTDBH	TDDHHCT	TSSCCPD	CTHDTPP	SBSTSTC
	Blank	1,2,3,6	PSHDCBT	BBDCDDH	CTCTCSC	CDSCSHT	DTHBBHT	PTSPTPC
	Blank	1,2,5	PSPBTDC	TSPHHSB	TPHPSCS	HPCDDPT	PPTTBSB	CBHSPBB
	Blank	2,3,6	PSSTCCH	CTCTBBP	DCSBCDS	HPTBBPS	HTCCPPH	PSPPHTB
	Blank	1,3,5	PSSTDCS	BSHTSBC	SHDCPHP	CPSBPDT	TDTCSTS	HHPDTDC
	Blank	1,2,3,5,6	PTBCTHH	PDSHDDH	HBCCTCB	DSHTDBH	TCTDPSD	BCSBSDT
	Blank	3,6	PTBTHDB	CBPSSCH	DCPHPDP	CDSDTSS	DPCDBSB	DBTTDSP
	Blank	2,6	PTCCSPH	CBHCTHC	HPBBBCS	BBCTCDT	TBBPDBH	PHTSCBC
	Plus	1,5	PTCTHCP	TTHSTHD	DBHCPTB	CCCSCHD	TPTPSHH	HBHBBDB
	Blank	1,4	PTDCDDP	SPHHBSC	TTPSPSC	PDSBBSH	SSBPCBC	DSDPCBS
	Blank	3,5,6	PTHCCPT	TPPBTHC	BBPDPTT	BSSHBBC	PHSHCTS	BCCHPBC
	Blank	5	PTHHPCH	PDCTCDT	SCBCPPC	HPHBHDB	SPSPDST	SDSCTBP
	Blank	2,4	SBBHDBD	BBDCSPS	HDBPCSH	HSPTTSP	BDPTTSS	DBDCPPH
	Blank	3,6	SBCSPCH	TBCBCCH	BBBHCCC	DTTHTTP	DBHCDCB	SDSCPSC
	Plus	3,6	SBPDPSC	BCSBTDT	HHBDPCC	PPHBCBT	SDHDSBD	THTBDCC
	Blank	3,6	SBSCHST	SHCBDHP	DBBPDDT	TBDDDDT	CDBPTPT	SHPCHSS
	Blank	2,3,6	SBTSSPC	STSCTTS	STHCBPC	DDTPBCP	SPPCHCS	DSCBBBC
	Blank	2,5	SBTTHDT	CPBBTHB	STBBBSD	HTCHBSS	CSDHTCT	CTDBTCP
	Blank	3,6	SCBCDHP	PCCTPPB	DSHTPCC	BPSSBHS	TBHDTPC	SPTSPBD
	Blank	4,5	SCCDCHC	HTBHHSH	BDDBCBD	PSCBHBC	BCBPTBB	HHHBSDC
	Blank	5	SCCSSDC	DDSSPSD	THSSSSH	TPSTHBC	DDDCTCP	SBDBBHH
	Blank	2,3,5,6	SCCSTBT	BPTTSPB	CSTBHPS	HBBDCDH	PDSSTTB	DCCPTPB
	Blank	2,4,5,6	SCDTHSC	HPBPPCS	PPBDHDS	HHHSBBP	DSHSBDD	DBBPDDT
	Blank	5	SCHCSTH	CDDHBBT	TSDDCHT	PBTHPBT	BSSHTCD	BCPSHST
	Blank	3,6	SCHPPCT	SBPTCCS	CPDPDSP	PCSHSHB	BPHDSSD	TSHCTSH
	Blank	2,3	SCTHSST	SDCDBDB	CPPHCDH	PCHBCBB	TDDHSCT	SPPHCHC
	Snake	3,5,6	SCTSBBB	CPCHDPP	TTTPDPP	PDBSCDT	BBBBSDS	CBPHDST
	Blank	3,5	SDBPHBD	PCBBTHB	SPSDPPP	CSSBHSB	HHTSPBC	PTBCBHB
	Blank	2,3,6	SDDCDHH	CBTHPBH	PDHPHHD	DDBPCHC	PTCCTCP	TDDHDSH
	Blank	3,6	SDDTCBH	HSPCCPD	DDPTCPH	PDCTBPP	DTPPHDP	TCSPTHT
	Blank	3,4,6	SDHTHSP	HPHTCBB	CSPCTTT	CBSBHPT	BSSPDBH	PCCTBSS
	Blank	4,5	SHDDBST	SPBCCDP	CSSSBCB	CCTPPTC	SDBTTPT	PPPDDDC
	Blank	1,4	SHPDCPD	PHSBDSB	PHSBTBC	DTTSCBS	CPCDCTS	HTTDHDD
	Blank	1,4,5	SHSCCTT	TSSPTBT	BCDTTBD	CHHHSTT	DPDTSTS	CSSBSCB
	Blank	2,3	SPBPHBT	CSPDSBB	DCDSTPC	SPCPCCP	STPCDHS	DCCPDCT
