Screenshot	Center	Holes (0-5)	Link 0	Link 1	Link 2	Link 3	Link 4	Link 5	Status	Who?	Notes								This is a Dupe	Probably an Error	https://tjl.co/corridors-of-time/	Check #verifiers-rules-and-reqs first				
https://imgur.com/322OmmC	Blank	2,4,5	SSBDDCT	CSDDCSC	PSBHDBH	CBSBTHS	BHSPPCH	THPBTCD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 03.14.05.72.png	Blank	2,5	SSBPHCC	CPHBTBS	PBTSSCH	HCPSTSS	TDCSBDP	TCBSPPS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667145204385579009/667808530027380746/unknown.png	Clover	4,5	SSBSDTB	DHBPDPH	CTTPPCC	BSTPBDD	TPDPTSP	BHPPCSH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/786729133d8ad1a67de9b67eb69214cb	Hexagon	1,4	SSCBBCD	DHDDHTS	STHTBPC	CHBPHBT	TCSBHPH	HDBTBHP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1RWRhZvMUdYHYDsgeI6CCtUUsT-EJSsiV	Blank	1,3,5	SSCBDHH	DDBTCDD	BSTSDDT	TTDHTTH	DSBDPSH	SPBPTTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667413426662014981/667438294753083441/20200116203832_1.jpg	Blank	0,1,4	SSCCHPD	SHCCPBS	CTHHCTD	DBCBTBP	HPHDBSD	BDTSSHS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667487076723195914/667788411893186591/858bb50c529f8fee46a8e985fe78c953.png	Blank	5	SSCHCHC	BBPDCSS	PSBPBHP	SSTCPPT	DDHDBHH	SPSTPPT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667868400676110367/unknown.png	Clover	3	SSCHDBP	CSPHHST	CBTTHST	TBPDDTB	CSBHBPH	DPPCCBC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/bugJufZ.png	Clover	3	SSCHDBP	CSPHHST	PBCDTHT	TBPDDTB	CSHBBPH	DPPCCBC	Unverified				TRUE	TRUE	FALSE	TRUE	FALSE	TRUE		Small mistake here	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE
https://gyazo.com/3125b2bc910274081ab5a49b86513a49	Blank	4	SSCPPDP	TPSPCPH	CDHDPSS	SHTBDHD	BBTDTBS	CSPHDPB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 05.20.12.94.png	Blank	4	SSCPPDP	TPSPCPH	CDHDPSS	SHTBDHD	BBTDTBS	CSTHDPB	Unverified				TRUE	TRUE	TRUE	TRUE	TRUE	FALSE		Small mistake here	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
https://cdn.discordapp.com/attachments/667499790950465537/667544123204567050/cfbff5012cb49013dfb801c159c491eb.png	Blank	1,5	SSCPPHB	SDCHCPB	CPSDDCP	TCBPBPD	PPBBBDS	DBDBHPB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667865590589030401/667865682226184192/tiger_release_final_20200117_234617.png	Blank	4	SSCSTCS	CPBHHSH	PPDTPHB	HDHDDTS	HDDTSDS	TTPTBTB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 04.38.30.87.png	Blank	2,5	SSCTSPH	DSHSSPS	TDSHSDH	PBDTPDT	TTDHHPC	CTPHDDS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 04.23.16.44.png	Blank	2,5	SSCTSPH	DSHSSPSS	TDSHSDH	PBDTPDT	TTDHDCP	CTPHDDS	Unverified				TRUE	FALSE	TRUE	TRUE	FALSE	TRUE		Small mistake here	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
https://gyazo.com/b2c97d7c8aaa9862645891e778a2b5dc	Blank	2,5	SSDBBDB	SPPBCSP	PSPDCTB	TBSBCCS	DDSSSHD	TPTBBDD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/207d1d7999ab2ff0cd9ce1bb00a0b1dd	Blank	1,2,5	SSDCPSS	SPTPDTB	HSBBTCC	TBSSBCH	BCPCSTD	BDSSSSB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667111309715832877/667494884160307220/0116201500b.jpg	Blank	1,2,5	SSDCPSS	SPTPDTB	HSBBTCC	TBSSBCH	BCPCSTD	BDSSSSH	Unverified				TRUE	TRUE	TRUE	TRUE	TRUE	FALSE		Small mistake here	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
https://media.discordapp.net/attachments/667521448126185512/667596954594967565/Destiny_2_Screenshot_2020.01.16_-_21.04.59.45.png?width=1202&height=677	Blank	1,5	SSDDPBH	TPBTTDT	DTSTCSD	TDSHPHB	THPSPCT	CDTPCCP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667487076723195914/667779582564368414/7179c956f8aa074cc91aaff6947bd80b.png	Blank	1,4	SSDHHHC	PDDPDC	HHPSDHB	TCSSBTT	SCBPPBS	CHDBSBD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/3e9a7f782840c7cf294c3f2642aaf11b	Blank	1,4	SSDPSTD	HCPTDDD	TDPDDCP	HCPTDDD	THPPPTTT	DBDTCBT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666951769779339264/666997005129744415/unknown.png	Blank	1,4	SSDPSTD	SPTSDPS	TDPDDCP	HCPTDDD	THPPPTT	DBDTCBT	Unverified				TRUE	FALSE	TRUE	TRUE	FALSE	TRUE		Small mistake here	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
https://gyazo.com/c530d3fbbb7f401f901eef40866dafc2	Blank	1,4	SSDSBBP	TTCPSHS	PDTCHTP	PDPCPSS	TTPPDPD	HCPHTSH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://mobile.twitter.com/Dogboy369/status/1218074151791091712/photo/1	Blank	2,5	SSDSTBC	DPHDHTS	BPDPSCS	CHTDSSD	TTCCPPP	PHPCSCB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/f03395756e540d06190ee8a7bf9ee455	Blank	2,4	SSDSTBC	DPHDHTS	BPDPSCS	CHTDSSD	TTCCPPP	PHPCSPB	Unverified				TRUE	TRUE	TRUE	TRUE	TRUE	FALSE		Small mistake here	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667778430925930526/tiger_release_final_20200117_114331.png	Blank	0,2,3	SSHBHCH	SSBHSSS	STBPSBT	HBDBCSS	TSTSPDS	DPSDCDH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/iUbuUb8	Blank	0,2,3	SSHHPTT	DTDCBBB	PSDBSBB	PBHDTSC	SPBSSHS	STBSDCS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/528019598310768668/667606210589097994/tiger_release_final_20200117_004710.png	Clover	4,5	SSHSDTB	DHBPDPH	CTTPPCC	BSTPBDD	TPDPTSP	BHPPCSH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 00.56.05.48.png	Blank	4	SSHTCBP	PHDSDPT	BCPSCDS	CBCTDHT	DBPCBST	DTCCCDP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/aac260d7e5c9da901d3c163023006a0c	Blank	5	SSHTHPS	TSBDTDC	TCDTTSD	THBBTTS	DDPHCCD	SHPCDCT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1RWRhZvMUdYHYDsgeI6CCtUUsT-EJSsiV	Blank	1,3,5	SSPBDHH	DDBTCDD	BSTSDDT	TTDHTTH	DSBDPSD	DPPTBTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/76686acc166f5c32886121f974742408	Blank	1,4	SSPBSSB	SBDDBBP	TBHSDHB	HDBBPSP	TBTBDCP	BPHCBSB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1jseoXgEtEViEAgH_n9_K0-cabVqXweC6	Blank	2,4,5	SSPHBHS	HPSPTBS	CPBBSSC	CSHHSSH	DHHCBPC	BDTBHCT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/VmDMLpJ	Blank	2,5	SSPPHDB	DTBHSTT	HHHDDDC	SHDPSCS	CSSSHSH	BDBCSTB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/DLsuj7H.png	Blank	2,4	SSPPSPP	THHDBCS	BBTCSCS	TTCSBSC	HHTSSBB	SPBHPHS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 02.55.47.21.png	Blank	1,2,4	SSPSDDH	TDTCSCH	HHDSSSB	DTTTBHS	BPBDBPH	SBSHHCT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667487076723195914/667783153074569246/5e0904d1df885ff496deea2a1a3a51a4.png	Blank	2	SSSDHTS	TBPCSPT	HSSCDBC	HBHCBDS	CDDSTCT	TBSSSPC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/4fc55575269c43c772ac2937c063530b	Blank	3	SSSPCHP	TCPDPHB	CPPHCDC	TTHPPS	HBDCCSD	TPDSPPH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://prnt.sc/qot4ia	Diamond	2,4	SSSTSCB	HCBHDDB	BSTTTBC	HPTPPS	PPPHTSP		Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/82cc2e2a81b5f029b96ba081b8cde715.jpg	Blank	2,5	SSSTSPH	DSHSSPS	TDSHSDH	PBDTPDT	TTDHDPC	CTPHDDS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/fd686444dcbbffd487731d3032b251a5-png.jpg	Blank	1,5	SSTPPDH	BHPBBCC	SPBDCPH	BHCBHBD	PDPHSDB	PTPCCCB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/2843556b641d405c29033a9260bd83aa	Blank	1,3,4	SSTSDTS	TCSCCPC	DCBTCDH	TCPHCBT	DHCCHST	SBSHDHB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/de4716a26a0d0e57aae7027abe1b30ac	Blank	2,5	SSTTDBP	BPBSCTP	DBCSDTT	THTDCTC	BTCCSST	HSBTBPC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://puu.sh/F0cPS/a901f91a36.jpg	Blank	1,4	STBDDSS	BHSHPSC	BCSSBHT	SPDTBTB	TBBTCHS	BPSDTCP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1amcPRVfFUcp0UUoVGexQqvt2eIgwJx6R/view?usp=sharing	Blank	2	STBPHDD	PSDDDDD	BPSDHTC	DBHDDPS	BHBHHHD	TDDTPPS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667487076723195914/667839359327666199/2a4fc9d055f0f4d663ab8c03ab60e43b.png	Blank	0,1,2,5	STBSBHS	DSPPHHC	TTDBBHS	SBSCHST	SBBBPDS	TSHSCSD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/f6d5195da837531cf99a2cb3aa35db9f	Snake	5	STCBCSS	CHPDPDH	DCPSCHS	PBCPCCT	CTSTHBS	TPDHSHT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1DU5S1yEh_qCxffeFoqjNarzBF4EAItKg	Plus	4	STCBPPSH	PBDPHPC	HHTDBSH	HCPPCDB	HPCSCDP	CHSBPHC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1uTCfmbhh62zdNslHESY5pRSpL2E7_X0B/view?usp=sharing	Plus	4	STCBPSH	PBDPHPC	HHTDBSH	HCPPCDB	HPCSCDP	PHSBPHC	Unverified				FALSE	TRUE	TRUE	TRUE	TRUE	FALSE		Small mistake here	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
https://cdn.discordapp.com/attachments/667849167728541706/667909377843265546/tiger_release_final_20200117_175847.png	Blank	1,2,3,5	STCPPHH	CBPCPPH	PSPHPHC	DBCDCHH	SHCCSSS	BTSCTHS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667869313423638539/667912708808507401/Destiny_2_Screenshot_2020.01.17_-_20.26.54.90.png	Blank	1,5	STCSCBH	BPDDCSC	DHHDTTS	BBCBPST	DCBTCDD	BSPPBCT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667145204385579009/667801702249791518/tiger_release_final_20200117_193440.png	Blank	0,1,4	STCTHSP	DTSSSPS	HSHSTDH	BBBBBBB	TCPCDBB	PBHDBSC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667408146548916232/unknown.png	Blank	0,1,3	STCTHSP	DTSSSPS	HSHSTDH	BBBBBBB	THPCDBB	PBHDBSC	Unverified				TRUE	TRUE	TRUE	TRUE	FALSE	TRUE		Small mistake here	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
20200117100852_1.jpg	Blank	2,3,5	STDSSDB	BHDBSPH	CHSTDTT	DCTHTPC	THSSDCD	DDTTPTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1SSz3AY_EgIpGVOzV5X9Bdhg1yYXyAuAd/view?usp=sharing	Blank	4	STDSTTD	HDDBPBC	PDPBBSC	SDBBPDH	SDCDHPC	DBTPDTS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/666872924967403550/667490514395725825/Destiny_2_Screenshot_2020.01.17_-_01.07.16.32.png?width=1202&height=677	Blank	1,2,4,5	STHBDDS	PDDSSPT	DDPSTPS	PHSTPTP	STHSSHC	TSBDSHD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1mOtX5-TdpXHu3OxIRJGrJ_LOZmDucZOY	Snake	5	STHCPCP	BTTTCTD	DDTSCTT	CBTTTDH	TPDBBTB	CTDCTSS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667487076723195914/667848058104446978/048b58a4c8d3eebcae1d60361dcc30da.png	Blank	2,4	STHDDTD	PTBTCTC	DBDPBTD	SHTPBBP	HTPSPCB	DTHTDCT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667596530798166017/667597446930497546/tiger_release_final_20200116_214855.png?width=1202&height=677	Blank	3	STHHDDS	TTSHCTT	CSHTSPT	HTHBDSD	TSPBDBD	DCPCDCB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20200117113354_1.jpg	Blank	3,5	STHHPB	STCBTBH	CBDBDTP	TTHPDBT	SPPHCSS	SCSPCTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20200117120823_1.jpg	Blank	1,2,3,5	STHPPHH	CBPCPPH	PSPHPHC	DBCDCHH	SHCCSSS	BTSCTHS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667521448126185512/667584094527553546/Destiny_2_Screenshot_2020.01.16_-_20.22.00.87.png?width=1202&height=677	Diamond	2,4,5	STHPPTS	TDCTSPS	TDBDTBT	SBPHTST	PBHHBDP	PBDSCTB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/b47fcb4adcc6d0e4c90e95b358ec5dc4	Snake	0,4	STHSCPH	PSCTHPB	CBTTPBB	DBSBCSP	CHSSHHC	TCPSBHT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667849167728541706/667886127692382218/DartW1.png	Blank	4	STPBHHD	PSHTSCC	DPHHCTB	HHCPCDB	PTCSBDH	TSTPTPS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667869313423638539/667925151601655811/Destiny_2_Screenshot_2020.01.17_-_21.29.57.32.png	Blank	2,5	STPCBHH	DTHDPTT	CBPHDST	BBTDDSC	CHDDDBP	TPTDHPB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667849167728541706/667849677965885461/tiger_release_final_20200116_195921.png	Blank	5	STPCTSP	SDHCTSP	PHPDCHP	TCDHBTP	TSCTBDP	TDDTCPT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/23f2970c830494fa20d8072653ef17e5	Blank	5	STPCTSP	SDHCTSP	PHPDCHP	TSCTBDP	TSCTBDP	TDDTCPD	Unverified				TRUE	TRUE	TRUE	FALSE	TRUE	FALSE		Small mistake here	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
https://cdn.discordapp.com/attachments/649875030892740640/666958232987762708/unknown.png	Plus	2	STPHBST	PHCBPCP	BPTDTTB	STPPSTC	SBHCCDH	TCHDPDD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667022041647415303/667114277735497768/unknown.png	Blank	0,2,3	STPHCSC	DBDBBHT	PPSSCDT	CCSBBCS	BBPTHBS	BBBDTPP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1pCuasrVrHs8J7nKMnVtTiMChsbNV2Ut_/view?usp=sharing	Blank	0,2,3	STPHCSC	DBDBBHT	PPSSCDT	CCSBBSC	BBPTHBS	BBBDTPP	Unverified				TRUE	TRUE	TRUE	FALSE	TRUE	TRUE		Small mistake here	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
Destiny 2 Screenshot 2020.01.17 - 04.24.03.29.png	Blank	2,4,5	STPHDTB	DCDBTCC	DHSHSCB	DPBDCTD	DPCPSTC	BPSCHBP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667788768190922822/tiger_release_final_20200117_091422.png	Blank	0,3	STPPCDH	BBBBBBB	BBBBBBB	BHHDHCP	HPPBHSH	BBSDHBS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667849167728541706/667886063758344192/Destiny_2_18_01_2020_00_25_16.png	Blank	4	STPPSTC	PDCBBCC	STDBDDC	HCPTBHH	BBBDTSH	HBHHDST	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667789113336004618/tiger_release_final_20200117_085931.png	Blank	0	STPSSST	PSPDCHB	BTBTDPP	BCTHTHD	CBSCDHS	BDDCBBD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667499790950465537/667510587936473088/HUNTER_04.png?width=1082&height=677	Blank	0,2,3	STPTBPB	DSHPTTP	CPTPPDP	BPHDBTP	CTSPHPT	DDPPTBP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://puu.sh/F0z7d/a2d827fc54.jpg	Blank	1,2,4	STSCCDH	HDHBSDD	CBCSCSS	HCSDTBC	STHTPDS	DDPBSPH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/219568287359565825/667412599738204180/Destiny_2_1_16_2020_11_48_59_AM.png	Blank	1,3	STSCDCT	HDHTPSP	BCDDTTH	BDTCSTC	HCDPTBT	HDDSDHH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/7e456766abe25321f3c648edd79e245d	Blank	0	STSDBST	TSCCTBC	DCDPSTD	CTCTHHC	PTDSDDP	TCTHDCC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/b35661c7aaa481b1ccb26e01fad44587	Blank	0	STSSPTP	BTDHCHD	HDBBPDS	CPPBSTC	PSCTHPB	BPSCHTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/510099497766879232/667282065233805330/titan_1.png	Blank	2,5	STSTBPP	HCSCBCS	DPHSDTC	HBBTSHS	BPHDTDC	DHDBTCT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 05.35.50.15.png	Blank	5	STSTPBC	CCBSBCS	HSCSTDH	TTTCBDH	DHSSBTH	NCTCHCS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
http://imgur.com/a/nXWrfxS	Blank	2,4,5	STTCDCD	PPDBBCC	DPSHSCS	SDTCCSH	TCCTDDD	STHPTST	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/VvRhc8p.jpg	Blank	5	STTCPBS	CBSTPHC	CDPHHSS	STBTBDS	HDDHPHD	SCCPDTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/5297c5a7bb4632fea37f6840748dd6ec	Blank	2	STTDPHH	DHSPHPB	DHCBTPS	CBPBCBC	STTTTHT	PTBCHHS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667788356108943360/tiger_release_final_20200117_094955.png	Blank	2	STTHTSP	HTSCCPD	CPTSPHB	HCHHSHC	BBPPHSS	HHSBTTH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20200117133004_1.jpg	Plus	2	STTTBPT	PHHBSBH	THTPBHP	BBDSTHD	CSTPHBS	SDTTBST	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
